상품명,3차 카테고리.1,식품유형,용도,추가방향,중량 수치,묶음수량,총중량,10g당 가격,Unnamed: 13,중량 수치.1,중량 단위,수량,수량 단위,가격,평점,리뷰 수,Unnamed: 21,Unnamed: 22,상품명.1
[4%적립금] 동원 양반 전복죽 287g 24개입 x 3박스,죽/스프,,,,,,,,,287,g,24,개,126900,5,5,,,짜파게티10봉지+얼큰 너구리10봉지
동원 초밥의달인 큰사각유부초밥 189g x 2개,아이반찬,,,,,,,,,189,g,2,개,6200,5,5,,,한끼라면 얼큰면 농심 짜왕 134g 4입
[1+1] 동원 참치액 순 500g,고춧가루/액젓,,,,,,,,,500,g,,,7980,5,5,,,한끼라면 얼큰면 농심 얼큰한너구리 120g
동원 마일드참치 150g x 3캔,참치/연어통조림,,,,,,,,,150,g,3,캔,8200,5,4,,,진라면(덕용 매운맛 오뚜기 120gx30)
동원참치 루피는 참치마요 100g,참치/연어통조림,,,,,,,,,100,g,,,2100,5,4,,,오뚜기 쇠고기 미역국라면 115gx32봉지
동원참치 DHA 250g x 5캔,참치/연어통조림,,,,,,,,,250,g,5,캔,18900,4.8,4,,,팔도 꼬꼬면 115gx40봉지
[4%적립금] 동원참치 라이트스탠다드 1.88kg x 6개(1박스),참치/연어통조림,,,,,,,,,88,kg,6,개,99000,4.5,4,,,농심 라면왕 김통깨 100gx16봉지(반박스)
동원 자연산꽁치 300g x 6캔,고등어/꽁치통조림,,,,,,,,,300,g,6,캔,23100,4,4,,,농심 신라면 건면 97gx20봉지(반박스)
동원 자연산골뱅이 300gx4개+면발의신 생쫄면 385g(2인분),골뱅이/수산통조림,,,,,,,,,"300, 385","g, g","4, ","개, ",33500,5,4,,,농심 앵그리 너구리 121gx20봉지(반박스)
동원 한입골뱅이 400g x 3캔,골뱅이/수산통조림,,,,,,,,,400,g,3,캔,26900,4.8,4,,,삼양라면 120gx10봉지(반박스)
동원 자연산골뱅이 230g x 2캔,골뱅이/수산통조림,,,,,,,,,230,g,2,캔,12000,5,4,,,팔도 틈새라면 빨계떡 120gx20봉지(반박스)
동원 리챔 200g x 9캔,햄/닭가슴살,,,,,,,,,200,g,9,캔,25600,5,4,,,진라면 매운맛 120gx40개
동원 런천미트 340g x 4캔,햄/닭가슴살,,,,,,,,,340,g,4,캔,12900,4.8,4,,,팔도 틈새라면 매운김치 16봉지
동원 리챔 더블라이트 300g,햄/닭가슴살,,,,,,,,,300,g,,,4300,4.8,4,,,팔도 틈새라면 매운김치 32봉지
동원 미니파인코코 227g x 12캔(1/2박스),과일/옥수수/팥,,,,,,,,,227,g,12,캔,21500,5,4,,,삼양 콩나물 김치라면 115gx16봉지
동원 Dole 파인애플 432g x 24캔(1박스),과일/옥수수/팥,,,,,,,,,432,g,24,캔,55000,5,4,,,삼양 콩나물 김치라면 115gx32봉지
동원 지중해 황도 복숭아 820g x 3캔,과일/옥수수/팥,,,,,,,,,820,g,3,캔,14100,5,4,,,신라면 120gx20봉지
동원 저스트 노슈가 황도 슬라이스 400g x 12캔,과일/옥수수/팥,,,,,,,,,400,g,12,캔,33900,3.8,4,,,팔도 일품 해물라면 120gx20봉지
동원 저스트 노슈가 후르츠칵테일 822g x 2캔,과일/옥수수/팥,,,,,,,,,822,g,2,캔,7980,5,4,,,농심 안성탕면 125gx40봉지
동원 양반 떡국떡 700g / 실온,떡볶이/떡류,,,,,,,,,700,g,,,5980,4.8,4,,,오뚜기 스낵면 108gx20봉지
동원 떡볶이의신 우리쌀 로제떡볶이 360g(2인) x 2개,떡볶이/떡류,,,,,,,,,360,g,,,8900,5,4,,,농심 얼큰한 너구리 120gx20봉지
동원 양반 떡국떡 700gx2개 / 실온,떡볶이/떡류,,,,,,,,,700,g,2,개,11500,5,4,,,농심 얼큰한 너구리 120gx40봉지
양반 쇠고기죽 420g x 5개 + 버섯야채죽 420g x 5개,죽/스프,,,,,,,,,"420, 420","g, g","5, 5","개, 개",26000,5,4,,,무파마탕면 122gx32봉지
양반 전복죽 420g x 5개 +단호박죽 420g x 5개,죽/스프,,,,,,,,,"420, 420","g, g","5, 5","개, 개",27000,5,4,,,진라면 순한맛 120gx40개
동원 초밥의달인 국산콩 유부초밥(고소한맛) 330g x 2개,아이반찬,,,,,,,,,330,g,2,개,12400,5,4,,,한끼라면 얼큰면 농심 모듬해물탕면 125g
[2+2] 동원 프리미엄 동원참치액 500g,고춧가루/액젓,,,,,,,,,500,g,,,29960,5,4,,,한끼라면 얼큰면 팔도 틈새라면 매운김치 120g 4입
동원 참치액 진 500g,고춧가루/액젓,,,,,,,,,500,g,,,5980,5,4,,,한끼라면 얼큰면 농심 사리곰탕면 110g 5입
동원 참치액 진 500g,동원참치액,,,,,,,,,500,g,,,5980,5,4,,,한끼라면 얼큰면 오뚜기 쇠고기미역국라면 115g
[1+1]동원 하루미 국물의신 참치링 80g (20정),분말/액상조미료,,,,,,,,,80,g,,,9980,5,4,,,한끼라면 얼큰면 오뚜기 열라면 120g 40입
동원참치 마이플랜트 레드고추 100g,참치/연어통조림,,,,,,,,,100,g,,,2500,5,3,,,오뚜기 굴진짬뽕 32봉 박스 해장라면 굴라면 봉지라면
동원참치 살코기 라이트스탠다드 135gx5개,참치/연어통조림,,,,,,,,,135,g,5,개,11500,5,3,,,오징어 짬뽕 124gx40봉지
동원참치 살코기 라이트스탠다드 90g,참치/연어통조림,,,,,,,,,90,g,,,1900,5,3,,,삼양 간짬뽕 140gx20봉지
동원 화끈한골뱅이 140g x 3캔,골뱅이/수산통조림,,,,,,,,,140,g,3,캔,10800,5,3,,,한끼라면 얼큰면 농심 짜파게티범벅70g 6입
동원 을지로골뱅이 & 진미채 300g x 5캔 / 특제간장소스,골뱅이/수산통조림,,,,,,,,,300,g,5,캔,33400,5,3,,,한끼라면 얼큰면 농심 올리브짜파게티 140g 5입
동원 자연산골뱅이탕(얼큰한국물) 300g x 3캔,골뱅이/수산통조림,,,,,,,,,300,g,3,캔,13500,4.7,3,,,한끼라면 얼큰면 농심 올리브짜파게티 140g 40입
동원 을지로골뱅이 & 진미채 300g x 3캔 / 특제간장소스,골뱅이/수산통조림,,,,,,,,,300,g,3,캔,19800,5,3,,,한끼라면 얼큰면 삼양 볶음짜짜로니 140g
동원 을지로 골뱅이 & 구운아귀채 300g / 참치액소스,골뱅이/수산통조림,,,,,,,,,300,g,,,6980,5,3,,,한끼라면 얼큰면 농심 오징어짬뽕 124g 5입
동원 리챔 순살꼬꼬 200g x 6개 / 닭가슴살햄,햄/닭가슴살,,,,,,,,,200,g,6,개,17400,5,3,,,한끼라면 얼큰면 농심 사천짜파게티 137g
동원 리챔 순살꼬꼬 200g / 닭가슴살햄,햄/닭가슴살,,,,,,,,,200,g,,,4280,4.7,3,,,한끼라면 얼큰면 삼양 간짬뽕 140g 40입
동원 리챔 더블라이트 120g,햄/닭가슴살,,,,,,,,,120,g,,,2400,5,3,,,한끼라면 얼큰면 오뚜기 진짜장 135g 32입
동원 리챔 더블라이트 300g x 12캔,햄/닭가슴살,,,,,,,,,300,g,12,캔,45600,5,3,,,한끼라면 얼큰면 농심 사천백짬뽕 94g 32입
동원 리챔 프로틴 200g x 12캔,햄/닭가슴살,,,,,,,,,200,g,12,캔,32400,5,3,,,한끼라면 얼큰면 오뚜기 진짬뽕 130g 4입
동원 지중해 황도 복숭아 820g x 12캔(1박스),과일/옥수수/팥,,,,,,,,,820,g,12,캔,48000,5,3,,,한끼라면 얼큰면 오뚜기 진짬뽕 130g
동원 저스트 노슈가 황도 2절 400g x 12캔,과일/옥수수/팥,,,,,,,,,400,g,12,캔,31200,4.7,3,,,한끼라면 얼큰면 오뚜기 굴진짬뽕 130g
동원 저스트 노슈가 황도 2절 400g x 6캔,과일/옥수수/팥,,,,,,,,,400,g,6,캔,16200,4.7,3,,,한끼라면 얼큰면 농심 사천백짬뽕 94g
동원 저스트 노슈가 후르츠칵테일 425gx24개(1박스),과일/옥수수/팥,,,,,,,,,425,g,24,개,55000,5,3,,,팔도 봉지라면 틈새라면 고기짬뽕 16입(4입x4개)
동원 저스트 노슈가 파인애플 425gx6개,과일/옥수수/팥,,,,,,,,,425,g,6,개,17500,5,3,,,미스타셰프 차돌된장찌개 6팩
동원 양반 캔볶음김치 160g x 48캔,반찬/기타통조림,,,,,,,,,160,g,48,캔,78000,5,3,,,[군산짬뽕맛집] 짬뽕라면 20입
[중화요리소스] 비비드키친 저당 짜장소스 300g+짬뽕소스 280g+굴소스 310g,짜장,,,,,,,,,"300, 280, 310","g, g, g",", , ",", , ",12900,5,3,,,농심 튀김우동 소컵 1박스 (62g x 6개입)
[중화요리소스] 비비드키친 저당 짜장소스 300g+짬뽕소스 280g+굴소스 310g,국/탕/찌개,,,,,,,,,"300, 280, 310","g, g, g",", , ",", , ",12900,5,3,,,농심 오징어짬뽕 소컵 1박스 (67g x 6개입)
비비드그린 저당 단호박죽 280g x 2개,죽/스프,,,,,,,,,280,g,2,개,7200,5,3,,,팔도 우동왕뚜껑 18개 / 컵라면
동원 양반 참치죽 420g x 20개,죽/스프,,,,,,,,,420,g,20,개,45900,5,3,,,한끼라면 얼큰면 농심 튀김우동 컵 62g 6입
양반 영양닭죽 285g x 5개,죽/스프,,,,,,,,,285,g,5,개,9900,5,3,,,한끼라면 얼큰면 오뚜기 진짬뽕 소컵 75g
동원 양반 쇠고기죽 287g 12개 + 밤단팥죽 285g 12개,죽/스프,,,,,,,,,"287, 285","g, g","12, 12","개, 개",40900,5,3,,,오뚜기 컵누들 매콤한맛 37.8gx18개입
동원 양반 쇠고기죽 287g 12개 + 참치죽 285g 12개,죽/스프,,,,,,,,,"287, 285","g, g","12, 12","개, 개",40900,5,3,,,농심 컵라면 너구리 62gx6개입
동원 양반 쇠고기죽 287g 12개 + 영양닭죽 285g 12개,죽/스프,,,,,,,,,"287, 285","g, g","12, 12","개, 개",42900,4.7,3,,,농심 컵라면 김치사발면 86gx24개입/BOX
동원 양반 전복죽 287g x 12개 + 전통잣죽 285g x 12개,죽/스프,,,,,,,,,"287, 285","g, g","12, 12","개, 개",50000,5,3,,,농심 컵라면 김치사발면 86gx12개입
비비드그린 저당 단호박죽 280g x 2개,메인요리,,,,,,,,,280,g,2,개,7200,5,3,,,농심 오징어짬뽕컵 x 12개
동원홈푸드 비비드키친 저당 볶음고추장 300g,간장/고추장/된장/쌈장,,,,,,,,,300,g,,,6500,5,3,,,오뚜기 컵누들 15개 (2종 택1) / 로제 마라탕맛
[동원] 동원 쯔유 500gx3개,간장/고추장/된장/쌈장,,,,,,,,,500,g,3,개,14900,5,3,,,오뚜기 컵라면 참깨라면 65gx18개입
동원 하루미 소불고기양념 500g,고기/찌개양념,,,,,,,,,500,g,,,3980,5,3,,,오뚜기 컵누들 우동맛 38.1gx12개입
동원홈푸드 비비드키친 저당 불고기양념 240g,고기/찌개양념,,,,,,,,,240,g,,,5280,5,3,,,오뚜기 컵누들 우동맛 38.1gx6개입
동원 하루미 돼지불고기양념 500g,고기/찌개양념,,,,,,,,,500,g,,,3980,5,3,,,농심 신라면 건면 77gx16컵
동원 참치액 순 500g,고춧가루/액젓,,,,,,,,,500,g,,,5980,4.3,3,,,팔도 컵라면 김치 왕뚜껑 110gx18개입/BOX
동원홈푸드 비비드키친 저당 불고기양념 240g,기타양념,,,,,,,,,240,g,,,5280,5,3,,,팔도 컵라면 왕뚜껑 110gx18개입/BOX
동원 하루미 마라 떡볶이양념 130g,기타양념,,,,,,,,,130,g,,,1980,4.7,3,,,오뚜기 컵라면 진라면 65gx18개입/매운맛
동원 참치액 순 500g,동원참치액,,,,,,,,,500,g,,,5980,4.3,3,,,오뚜기 컵라면 진라면 65gx6개입/매운맛
동원 히말라야 핑크솔트 100g,소금,,,,,,,,,100,g,,,3900,5,3,,,농심 컵라면 너구리 62gx12개입
[1+1]동원 참치다시 2kg,분말/액상조미료,,,,,,,,,2,kg,,,30480,5,3,,,농심 컵라면 신라면 114gx16개입/BOX
[1+1] 동원 참치액 순 900g,분말/액상조미료,,,,,,,,,900,g,,,12980,4.7,3,,,농심 컵라면 새우탕면 67gx6개입
동원 요리 올리고당 700ml,올리고당/물엿/조청/꿀,,,,,,,,,700,ml,,,3900,5,3,,,농심 컵라면 오징어짬뽕 67gx18개입
동원홈푸드 비비드키친 알룰로스 510g x 2개,올리고당/물엿/조청/꿀,,,,,,,,,510,g,2,개,15900,4,3,,,농심 컵라면 오징어짬뽕 67gx12개입
동원참치 뽀로로 키즈 100g,참치/연어통조림,,,,,,,,,100,g,,,2100,5,2,,,한끼라면 얼큰면 팔도 왕뚜껑 110g 18입
동원참치 튜나페 갈릭마요 129g (아이비29g+스프레드참치100g),참치/연어통조림,,,,,,,,,"129, 29, 100","g, g, g",", , ",", , ",3280,5,2,,,한끼라면 얼큰면 팔도 짬뽕왕뚜껑 110g 18입
동원참치 살코기 인 워터 100g x 5캔,참치/연어통조림,,,,,,,,,100,g,5,캔,10000,5,2,,,한끼라면 얼큰면 오뚜기 진짬뽕 소컵 75g 15입
동원참치 살코기 라이트스탠다드 90gx5캔,참치/연어통조림,,,,,,,,,90,g,5,캔,8500,5,2,,,한끼라면 얼큰면 오뚜기 컵누들 우동맛 38.1g 15입
동원 김치찌개용 꽁치 300g x 9캔,고등어/꽁치통조림,,,,,,,,,300,g,9,캔,35100,5,2,,,한끼라면 얼큰면 오뚜기 열라면 소컵 62g 15입
동원 자연산골뱅이 매실청 140g x 3캔,골뱅이/수산통조림,,,,,,,,,140,g,3,캔,10800,5,2,,,한끼라면 얼큰면 오뚜기 참깨라면 큰컵 110g 12입
동원 자연산골뱅이탕(얼큰한국물) 300g x 5캔,골뱅이/수산통조림,,,,,,,,,300,g,5,캔,21500,5,2,,,한끼라면 얼큰면 오뚜기 스파게티 큰컵 120g 12입
동원 화끈한 골뱅이 140gx2개,골뱅이/수산통조림,,,,,,,,,140,g,2,개,7400,5,2,,,한끼라면 얼큰면 오뚜기 진짬뽕 큰컵 115g 12입
동원 자연산골뱅이탕(얼큰한국물) 300g x 10캔,골뱅이/수산통조림,,,,,,,,,300,g,10,캔,40000,5,2,,,한끼라면 얼큰면 오뚜기 치즈볶이 큰컵 95g 12입
동원 리챔 순닭가슴살 135g,햄/닭가슴살,,,,,,,,,135,g,,,2680,5,2,,,한끼라면 얼큰면 오뚜기 진짬뽕 큰컵 115g
동원 복숭아 백도 400g x 6캔,과일/옥수수/팥,,,,,,,,,400,g,6,캔,14000,5,2,,,한끼라면 얼큰면 오뚜기 쇠고기미역국라면 큰컵 100g 12입
동원 미니파인코코 227g x 3캔,과일/옥수수/팥,,,,,,,,,227,g,3,캔,5700,4,2,,,한끼라면 얼큰면 농심 신라면 컵 65g
동원 Dole 파인애플 432g x 6캔,과일/옥수수/팥,,,,,,,,,432,g,6,캔,16000,4.5,2,,,한끼라면 얼큰면 농심 새우탕 컵 67g
비비드그린 비건 짜장 180g,짜장,,,,,,,,,180,g,,,3500,5,2,,,한끼라면 얼큰면 농심 사리곰탕큰사발 111g 16입
[국물매콤떡세트] 동원 양반 떡볶이떡 320g + 비셰프 국물떡볶이분말 500g,떡볶이/떡류,,,,,,,,,"320, 500","g, g",", ",", ",8900,5,2,,,한끼라면 얼큰면 농심 앵그리 짜파구리 큰사발면 108g 16입
동원 떡볶이의신 짜장떡볶이 385g (2인분) x 3개,떡볶이/떡류,,,,,,,,,385,g,,,12900,5,2,,,한끼라면 얼큰면 농심 앵그리 짜파구리 큰사발면 108g
[4% 적립금] 동원 양반 떡국떡 700gx10개(1박스) / 실온,떡볶이/떡류,,,,,,,,,700,g,10,개,44000,5,2,,,팔도 짬뽕 왕뚜껑 컵라면 18개
[4%적립금] 동원 양반 버섯 야채죽 420g x 20개입 x 3박스,죽/스프,,,,,,,,,420,g,20,개,123800,5,2,,,팔도 왕뚜껑 기획팩 110g x 6개
양반 밤단팥죽 420g x 5개 + 양반 백합죽 420g x 5개,죽/스프,,,,,,,,,"420, 420","g, g","5, 5","개, 개",25000,5,2,,,팔도 왕뚜껑 기획팩 110g x 18개
동원 양반 들깨닭죽 420g x 20개,죽/스프,,,,,,,,,420,g,20,개,51000,5,2,,,[군산짬뽕맛집] 불짬뽕컵면12입+짬뽕라면10입
비비드그린 저당 단호박죽 280g,죽/스프,,,,,,,,,280,g,,,3500,5,2,,,[군산짬뽕맛집] 불짬뽕컵면 24개
양반 전복죽 420g+쇠고기죽 420g+단호박죽 420g 3개씩 총 9개,죽/스프,,,,,,,,,"420, 420, 420","g, g, g",", , 3",", , 개",26900,5,2,,,팔도 비빔면왕컵 / 115g x 8개
[4%적립금] 동원 양반 밤단팥죽 420g x 20개입 x 3박스,죽/스프,,,,,,,,,420,g,20,개,123800,5,2,,,[오뚜기] 진라면 순한맛 미니컵 6입 (65g x 6개)
양반 단호박죽 420g x 5개 + 들깨닭죽 420g x 5개,죽/스프,,,,,,,,,"420, 420","g, g","5, 5","개, 개",26000,5,2,,,[오뚜기] 참깨라면 미니컵 6입(65g x 6개)
양반 쇠고기죽 420g x 5개 + 밤단팥죽 420g x 5개,죽/스프,,,,,,,,,"420, 420","g, g","5, 5","개, 개",25000,4,2,,,사조대림 동치미 냉면 육수 320g x 30개입
동원 양반 영양닭죽 285g x 12개 + 야채죽 287g x 12개,죽/스프,,,,,,,,,"285, 287","g, g","12, 12","개, 개",40900,5,2,,,한끼라면 얼큰면 팔도 비빔면 130g 4입
동원 양반 전통잣죽 285g x 12개 + 야채죽 287g x 12개,죽/스프,,,,,,,,,"285, 287","g, g","12, 12","개, 개",44900,3.5,2,,,팔도 봉지라면 팔도비빔면 20입(5입x4개)
동원 양반 밤단팥죽 285g x 12개 + 전통잣죽 285g x 12개,죽/스프,,,,,,,,,"285, 285","g, g","12, 12","개, 개",44900,4.5,2,,,팔도 봉지라면 팔도비빔면 40입(5입x8개)
양반 전복죽 420g x 5개 +버섯야채죽 420g x 5개,죽/스프,,,,,,,,,"420, 420","g, g","5, 5","개, 개",27000,5,2,,,팔도 비빔면 매운맛 20개입 (5개입번들 x 4개) / 봉지라면
양반 쇠고기죽 420g x 5개 + 단호박죽 420g x 5개,죽/스프,,,,,,,,,"420, 420","g, g","5, 5","개, 개",25000,5,2,,,CJ 생쫄면 2인분(454g) x2개+비비고 김치 왕교자 1.05kg x1개
비비드그린 비건 짜장 180g,메인요리,,,,,,,,,180,g,,,3500,5,2,,,한끼라면 얼큰면 농심 배홍동 쫄쫄면 129g 4입
비비드그린 저당 단호박죽 280g,메인요리,,,,,,,,,280,g,,,3500,5,2,,,한끼라면 얼큰면 농심 배홍동 쫄쫄면 129g
비비드그린 비건 짜장 180g,밑반찬,,,,,,,,,180,g,,,3500,5,2,,,한끼라면 얼큰면 삼양 까르보 불닭볶음면 130g
[요리에 좋은] 비비드키친 저칼로리 굴소스 310g+비빔장 280g+숯불매콤소스 290g,간장/고추장/된장/쌈장,,,,,,,,,"310, 280, 290","g, g, g",", , ",", , ",12700,5,2,,,팔도 비빔면 제로슈거 16개입 (4개입번들 x 4개) / 봉지라면
[요리에 좋은] 비비드키친 저칼로리 굴소스 310g+비빔장 280g+숯불매콤소스 290g,기타양념,,,,,,,,,"310, 280, 290","g, g, g",", , ",", , ",12700,5,2,,,CJ 평양 물냉면 2인분(900g) x2개+바싹불고기 460g x1개 증정
동원홈푸드 비비드키친 저당 멸치볶음양념 250g,기타양념,,,,,,,,,250,g,,,5280,5,2,,,CJ 동치미 물냉면 2인분(908g) x2개+바싹불고기 460g x1개 증정
하루미 불닭로제 떡볶이 양념 2개 + 매콤달콤 떡볶이 양념 1개 + 마라 떡볶이양념 1개 + 양반 떡볶이떡 320g,기타양념,,,,,,,,,320,g,,,9900,4.5,2,,,삼양라면 까르보 불닭볶음면 80gx24개입
동원 하루미 매콤달콤 떡볶이양념 130g,기타양념,,,,,,,,,130,g,,,1980,5,2,,,삼양라면 까르보 불닭볶음면 80gx12개입
동원홈푸드 비비드키친 저당 제육볶음양념 250g,기타양념,,,,,,,,,250,g,,,5280,5,2,,,삼양라면 불닭볶음면 70gx18개입
동원홈푸드 비비드키친 저당 진미채볶음양념 240g,기타양념,,,,,,,,,240,g,,,5280,5,2,,,삼양라면 불닭볶음면 70gx12개입
[맛참비빔면] 동원참치 맛참 90g 2종(고소/매콤) 각 2개 + 농심 배홍동 비빔면 548g(137gx4입),참치/연어통조림,,,,,,,,,"90, 548, 137","g, g, g","2, , 4",", , ",10900,5,1,,,비비고 소고기 듬뿍 미역국 460g x9개+소고기 듬뿍 설렁탕 460g x9개
동원참치 루피는 참치마요 100g x 5캔,참치/연어통조림,,,,,,,,,100,g,5,캔,9500,5,1,,,비비고 설렁탕 500g x3개+닭곰탕 500g x3개
[동원] 동원 참치뱃살 깊은간장맛 135gx10캔,참치/연어통조림,,,,,,,,,135,g,10,캔,32800,5,1,,,비비고 두부된장찌개 460g x9개+차돌된장찌개 460g x9개
동원 고추참치 90g x 5캔,참치/연어통조림,,,,,,,,,90,g,5,캔,10020,5,1,,,비비고 두부된장찌개 460g x6개+차돌된장찌개 460g x6개
[동원] 동원참치뱃살 깊은 간장맛 135g,참치/연어통조림,,,,,,,,,135,g,,,3480,5,1,,,비비고 두부김치찌개 460g x6개+돼지고기김치찌개 460g x6개
[4%적립금] 동원 고추참치(덕용) 1880gx6개 ( 박스 ),참치/연어통조림,,,,,,,,,1880,g,6,개,109000,5,1,,,비비고 두부김치찌개 460g x3개+돼지고기김치찌개 460g x3개
동원 고추참치 90g x 10캔,참치/연어통조림,,,,,,,,,90,g,10,캔,16500,5,1,,,비비고 두부김치찌개 460g x9개+두부된장찌개 460g x9개
[4%적립금] 동원 꽁치 1.8kg x 6개(1박스),고등어/꽁치통조림,,,,,,,,,8,kg,6,개,92400,5,1,,,비비고 육개장 500g x6개+감자탕 460g x6개
동원 김치찌개용 꽁치 300g,고등어/꽁치통조림,,,,,,,,,300,g,,,5000,5,1,,,비비고 소고기미역국 500g x6개+닭곰탕 500g x6개
[2%적립금] 동원 꽁치 1880g,고등어/꽁치통조림,,,,,,,,,1880,g,,,16000,5,1,,,비비고 소고기미역국 500g x9개+설렁탕 500g x9개
동원 을지로 골뱅이 & 구운아귀채 300g x 5캔 / 참치액소스,골뱅이/수산통조림,,,,,,,,,300,g,5,캔,32500,5,1,,,비비고 소고기미역국 500g x9개+소고기장터국 500g x9개
동원 을지로 골뱅이 & 구운아귀채 300g x 3캔 / 참치액소스,골뱅이/수산통조림,,,,,,,,,300,g,3,캔,19800,4,1,,,비비고 소고기미역국 500g x3개+소고기장터국 500g x3개
동원 을지로 골뱅이 & 구운아귀채 300g x 2캔 / 참치액소스,골뱅이/수산통조림,,,,,,,,,300,g,2,캔,13400,5,1,,,비비고 소고기미역국 500g x9개+육개장 500g x9개
동원 자연산왕골뱅이 400g,골뱅이/수산통조림,,,,,,,,,400,g,,,9980,5,1,,,비비고 소고기미역국 500g x6개+육개장 500g x6개
동원 리챔 프로틴 200g x 3캔,햄/닭가슴살,,,,,,,,,200,g,3,캔,8900,5,1,,,샘표 생생듬뿍 국탕찌개 4종 450g 6팩 세트 /육개장/곰탕/부대찌개/미역국
동원 미니파인코코 227g x 6캔,과일/옥수수/팥,,,,,,,,,227,g,6,캔,11000,5,1,,,[강창구찹쌀진순대]가마솥 뼈 해장국 800g×4팩
[4%적립금] 동원 저스트 노슈가 황도 2절 400g x 24캔(1박스),과일/옥수수/팥,,,,,,,,,400,g,24,캔,52000,5,1,,,[사리원] 뼈 없는 갈비탕 600g x 4팩
[동원] 미니 파인애플 234g x 5,과일/옥수수/팥,,,,,,,,,234,g,5,,12000,5,1,,,(냉동)비비고 순살감자탕 700g x2개+양지육개장 700g x2개
[4%적립금] 동원 저스트 노슈가 후르츠칵테일 425gx48개(2박스),과일/옥수수/팥,,,,,,,,,425,g,48,개,95000,5,1,,,(냉동)비비고 고기순대국 700g x2개+양지육개장 700g x2개
동원 저스트 노슈가 후르츠칵테일 425gx12개,과일/옥수수/팥,,,,,,,,,425,g,12,개,30000,5,1,,,(냉동)비비고 본갈비탕 700g x1개+양지곰탕 700g x1개+양지설렁탕 700g x1개
동원 저스트 노슈가 후르츠칵테일 425gx6개,과일/옥수수/팥,,,,,,,,,425,g,6,개,17500,5,1,,,[담짜] 새우몽땅 감바스 알아히요 밀키트(2인분/630g)
동원 양반 캔김치 160g x 48캔,반찬/기타통조림,,,,,,,,,160,g,48,캔,78000,5,1,,,비비고 소고기 듬뿍 무국 500g x18개
양반 캔볶음김치 160g x 4개,반찬/기타통조림,,,,,,,,,160,g,4,개,7700,5,1,,,[고삼농협] 착한들 한우 듬뿍 한마리 곰탕 700g x 3팩
[쫄깃한 떡라면 한상] 동원 양반 떡국떡 320g + 농심 안성탕면 5개입,봉지라면,,,,,,,,,320,g,,,7900,5,1,,,[마음심은] 푸짐한 양평 해장국 x3팩 (팩당 650g)
[4%적립금] 동원 양반 나주식 곰탕 460g x 20개입 x 5박스,국/탕/찌개,,,,,,,,,460,g,20,개,139000,5,1,,,비비고 갈비탕 400g 9+9개
[4% 적립금] 동원 양반 떡국떡 320g x 12개(1박스) / 실온,떡볶이/떡류,,,,,,,,,320,g,12,개,33000,5,1,,,비비고 소고기 듬뿍 미역국 460g x3개
[4%적립금] 동원 양반 호박죽 420g x 20개입 x 3박스,죽/스프,,,,,,,,,420,g,20,개,123800,5,1,,,비비고 소고기 듬뿍 설렁탕 460g x6개
[4%적립금] 동원 양반 영양닭죽 285g x 24개입 x 3박스,죽/스프,,,,,,,,,285,g,24,개,116600,5,1,,,비비고 소고기 듬뿍 설렁탕 460g x3개
양반 전복죽 420g x 5개 +밤단팥죽 420g x 5개,죽/스프,,,,,,,,,"420, 420","g, g","5, 5","개, 개",27000,5,1,,,비비고 소고기 듬뿍 육개장 460g x6개
동원 양반 전복죽 287g x 10개 + 야채죽 287g x 10개,죽/스프,,,,,,,,,"287, 287","g, g","10, 10","개, 개",38600,5,1,,,비비고 소고기 듬뿍 육개장 460g x3개
동원 양반 전통잣죽 285g x 12개 + 영양닭죽 285g x 12개,죽/스프,,,,,,,,,"285, 285","g, g","12, 12","개, 개",45900,5,1,,,유귀열의 The귀한 소한마리탕 800g 10팩 소갈비양지스지사골을 한팩가득 상온보관
[4%적립금] 동원 양반 밤단팥죽 285g x 24개입 x 3박스,죽/스프,,,,,,,,,285,g,24,개,102300,5,1,,,40년전통 양평서울 장터국밥 400g x 10팩
양반 쇠고기죽 420g x 5개 + 참치죽 420g x 5개,죽/스프,,,,,,,,,"420, 420","g, g","5, 5","개, 개",25000,5,1,,,빅마마이혜정 꽃게 해물팩 150g 2팩
양반 전복죽 420g x 5개 +참치죽 420g x 5개,죽/스프,,,,,,,,,"420, 420","g, g","5, 5","개, 개",27000,5,1,,,빅마마이혜정 꽃게 해물팩 150g 1팩
동원 양반 밤단팥죽 285g x 12개 + 참치죽 287g x 12개,죽/스프,,,,,,,,,"285, 287","g, g","12, 12","개, 개",37900,5,1,,,빅마마이혜정 멸치 해물팩 150g 5팩
양반 1등비법 듬뿍 밤단팥죽 285g x 6개,죽/스프,,,,,,,,,285,g,6,개,13900,5,1,,,빅마마이혜정 일품 우거지 소한마리탕 750g 5팩
양반 1등비법 듬뿍 밤단팥죽 285g x 3개,죽/스프,,,,,,,,,285,g,3,개,7900,5,1,,,빅마마이혜정 일품 우거지 소한마리탕 750g 3팩
양반 백합죽 420g x 5개 + 양반 버섯 야채죽 420g x 5개,죽/스프,,,,,,,,,"420, 420","g, g","5, 5","개, 개",25000,5,1,,,빅마마이혜정 일품 우거지 소한마리탕 750g 1팩
