상품명,3차 카테고리,식품유형,용도,가격,평점,리뷰 수,중량 수치,묶음수량,총중량,10g당 가격
동원 저스트 노슈가 후르츠칵테일 425gx6개,과일/옥수수/팥,통조림,간식/요리재료,17500,5.0,1,425.0,6.0,2550.0,68.63
동원 양반 캔김치 160g x 48캔,반찬/기타통조림,반찬,반찬,78000,5.0,1,160.0,48.0,7680.0,101.56
양반 캔볶음김치 160g x 4개,반찬/기타통조림,반찬,반찬,7700,5.0,1,160.0,4.0,640.0,120.31
[쫄깃한 떡라면 한상] 동원 양반 떡국떡 320g + 농심 안성탕면 5개입,봉지라면,라면,간편식사,7900,5.0,1,,,,
[4%적립금] 동원 양반 나주식 곰탕 460g x 20개입 x 5박스,국/탕/찌개,즉석조리식품,간편식사,139000,5.0,1,460.0,100.0,46000.0,30.22
[4% 적립금] 동원 양반 떡국떡 320g x 12개(1박스) / 실온,떡볶이/떡류,떡류,간식,33000,5.0,1,320.0,12.0,3840.0,85.94
[4%적립금] 동원 양반 호박죽 420g x 20개입 x 3박스,죽/스프,즉석조리식품,간편식사,123800,5.0,1,420.0,60.0,25200.0,49.13
[4%적립금] 동원 양반 영양닭죽 285g x 24개입 x 3박스,죽/스프,즉석조리식품,간편식사,116600,5.0,1,285.0,72.0,20520.0,56.82
양반 전복죽 420g x 5개 +밤단팥죽 420g x 5개,죽/스프,즉석조리식품,간편식사,27000,5.0,1,,,,
동원 양반 전복죽 287g x 10개 + 야채죽 287g x 10개,죽/스프,즉석조리식품,간편식사,38600,5.0,1,,,,
동원 양반 전통잣죽 285g x 12개 + 영양닭죽 285g x 12개,죽/스프,즉석조리식품,간편식사,45900,5.0,1,,,,
[4%적립금] 동원 양반 밤단팥죽 285g x 24개입 x 3박스,죽/스프,즉석조리식품,간편식사,102300,5.0,1,285.0,72.0,20520.0,49.85
양반 쇠고기죽 420g x 5개 + 참치죽 420g x 5개,죽/스프,즉석조리식품,간편식사,25000,5.0,1,,,,
양반 전복죽 420g x 5개 +참치죽 420g x 5개,죽/스프,즉석조리식품,간편식사,27000,5.0,1,,,,
동원 양반 밤단팥죽 285g x 12개 + 참치죽 287g x 12개,죽/스프,즉석조리식품,간편식사,37900,5.0,1,,,,
양반 1등비법 듬뿍 밤단팥죽 285g x 6개,죽/스프,즉석조리식품,간편식사,13900,5.0,1,285.0,6.0,1710.0,81.29
양반 1등비법 듬뿍 밤단팥죽 285g x 3개,죽/스프,즉석조리식품,간편식사,7900,5.0,1,285.0,3.0,855.0,92.4
양반 백합죽 420g x 5개 + 양반 버섯 야채죽 420g x 5개,죽/스프,즉석조리식품,간편식사,25000,5.0,1,,,,
양반 들깨닭죽 420g x 5개 + 양반 참치죽 420g x 5개,죽/스프,즉석조리식품,간편식사,24000,5.0,1,,,,
양반 밤단팥죽 420g x 5개 + 양반 버섯야채죽 420g x 5개,죽/스프,즉석조리식품,간편식사,25000,5.0,1,,,,
양반 단호박죽 420g x 5개 + 버섯 야채죽 420g x 5개,죽/스프,즉석조리식품,간편식사,24000,5.0,1,,,,
동원 양반 전복죽 287g x 10개 + 단호박죽 285g x 10개,죽/스프,즉석조리식품,간편식사,38600,2.0,1,,,,
양반 대구곤이 지리탕 700g,한식,즉석조리식품,메인요리,15900,5.0,1,700.0,1.0,700.0,227.14
[동원] 동원 쯔유 500g,간장/고추장/된장/쌈장,장류,조미료,5980,5.0,1,500.0,1.0,500.0,119.6
동원 하루미 소갈비양념 500g,고기/찌개양념,양념,조미료,3980,5.0,1,500.0,1.0,500.0,79.6
[2+2] 동원 참치액 순 500g,고춧가루/액젓,양념,조미료,15960,5.0,1,,,,
★시식코너특가★동원홈푸드 비비드키친 저칼로리 데리야끼소스 285g x 2개,기타양념,양념,조미료,6900,5.0,1,285.0,2.0,570.0,121.05
동원홈푸드 비비드키친 저당 잡채양념 240g,기타양념,양념,조미료,5280,5.0,1,240.0,1.0,240.0,220.0
동원 하루미 불닭로제맛 떡볶이양념 130g,기타양념,양념,조미료,1980,5.0,1,130.0,1.0,130.0,152.31
[2% 적립금] 동원 참치액 진 2kgx6개 ( 1box),동원참치액,소스,조미료,69900,5.0,1,2.0,6.0,12000.0,58.25
동원 참치액 진 2kg,동원참치액,소스,조미료,18900,5.0,1,2.0,1.0,2000.0,94.5
[1+1]동원 참치다시 300g,분말/액상조미료,조미료,조미료,8980,5.0,1,,,,
동원 참치다시 1kg,분말/액상조미료,조미료,조미료,15980,5.0,1,1.0,1.0,1000.0,159.8
[1+1]동원 참치다시 1kg,분말/액상조미료,조미료,조미료,19980,5.0,1,,,,
[동원] 양반 100밥 현미밥 130g x 24개 + 동원맛참 매콤참기름 135g x 6캔,참치/연어통조림,통조림,반찬/주재료,34900,0.0,0,,,,
동원참치 살코기 라이트스탠다드 150g x 10캔 + 양반 100밥 현미밥 130g x 12개,참치/연어통조림,통조림,반찬/주재료,33900,0.0,0,,,,
동원참치 살코기 라이트스탠다드 90gx3캔,참치/연어통조림,통조림,반찬/주재료,5400,0.0,0,90.0,3.0,270.0,200.0
동원 고추참치 90g x 3캔,참치/연어통조림,통조림,반찬/주재료,5400,0.0,0,90.0,3.0,270.0,200.0
[4%적립금] 동원참치 루피는 참치마요 100g x 60개(1박스),참치/연어통조림,통조림,반찬/주재료,102000,0.0,0,100.0,60.0,6000.0,170.0
[고소비빔면] 동원참치 맛참 고소참기름 135gx2개 + 농심 배홍동 비빔면 548g(137gx4입),참치/연어통조림,통조림,반찬/주재료,8900,0.0,0,,,,
[맛참비빔면] 동원참치 맛참 135g 2종(고소/매콤) 각 1개 + 농심 배홍동 비빔면 548g(137gx4입),참치/연어통조림,통조림,반찬/주재료,8900,0.0,0,,,,
[고소비빔면] 동원참치 맛참 고소참기름 90gx4개 + 농심 배홍동 비빔면 548g(137gx4입),참치/연어통조림,통조림,반찬/주재료,10900,0.0,0,,,,
[동원] 양반 100밥 현미밥 130g x 24개 + 동원맛참 고소참기름 135g x 6캔,참치/연어통조림,통조림,반찬/주재료,34900,0.0,0,,,,
동원참치 DHA 150g x 10캔 + 양반 100밥 현미밥 130g x 12개,참치/연어통조림,통조림,반찬/주재료,33900,0.0,0,,,,
[동원] 동원 참치뱃살 깊은간장맛 135gx3캔,참치/연어통조림,통조림,반찬/주재료,9900,0.0,0,135.0,3.0,405.0,244.44
[2%적립금] 동원 살코기 참치 라이트스탠다드 3kg,참치/연어통조림,통조림,반찬/주재료,28000,0.0,0,3.0,1.0,3000.0,93.33
[2%적립금] 동원 고추참치(덕용) 1880g,참치/연어통조림,통조림,반찬/주재료,24000,0.0,0,1880.0,1.0,1880.0,127.66
동원참치 살코기 라이트스탠다드 90gx20캔,참치/연어통조림,통조림,반찬/주재료,32000,0.0,0,90.0,20.0,1800.0,177.78
동원참치 살코기 라이트스탠다드 90gx10캔,참치/연어통조림,통조림,반찬/주재료,16500,0.0,0,90.0,10.0,900.0,183.33
[4%적립금] 동원참치 뽀로로 키즈 100g x 60개(1박스),참치/연어통조림,통조림,반찬/주재료,102000,0.0,0,100.0,60.0,6000.0,170.0
동원 마일드참치 150gx20캔,참치/연어통조림,통조림,반찬/주재료,50000,0.0,0,150.0,20.0,3000.0,166.67
동원참치 스프레드 체다치즈 100gx10캔,참치/연어통조림,통조림,반찬/주재료,20000,0.0,0,100.0,10.0,1000.0,200.0
동원참치 튜나페 갈릭마요 129g(스프레드 100g+아이비 29g) x 5개,참치/연어통조림,통조림,반찬/주재료,16400,0.0,0,,,,
동원 을지로 골뱅이 & 구운아귀채 300g x 10캔 / 참치액소스,골뱅이/수산통조림,통조림,안주/반찬,62800,0.0,0,300.0,10.0,3000.0,209.33
동원 화끈한 골뱅이 400gx2캔,골뱅이/수산통조림,통조림,안주/반찬,18200,0.0,0,400.0,2.0,800.0,227.5
동원 자연산골뱅이 매실청 140gx2캔,골뱅이/수산통조림,통조림,안주/반찬,7400,0.0,0,140.0,2.0,280.0,264.29
동원 화끈한 골뱅이 400gx5캔,골뱅이/수산통조림,통조림,안주/반찬,43900,0.0,0,400.0,5.0,2000.0,219.5
동원 화끈한 골뱅이 400g x 10캔,골뱅이/수산통조림,통조림,안주/반찬,84800,0.0,0,400.0,10.0,4000.0,212.0
동원 자연산골뱅이탕(얼큰한국물) 300g x 2캔,골뱅이/수산통조림,통조림,안주/반찬,9600,0.0,0,300.0,2.0,600.0,160.0
동원 리챔 프로틴 200g x 6캔,햄/닭가슴살,가공육,반찬/주재료,17400,0.0,0,200.0,6.0,1200.0,145.0
동원 리챔 더블라이트 120g x 9캔,햄/닭가슴살,가공육,반찬/주재료,19800,0.0,0,120.0,9.0,1080.0,183.33
동원 리챔 순살꼬꼬 200g x 8개 / 닭가슴살햄,햄/닭가슴살,가공육,반찬/주재료,22400,0.0,0,200.0,8.0,1600.0,140.0
동원 마이플랜트 오리지널 200g,햄/닭가슴살,가공육,반찬/주재료,4280,0.0,0,200.0,1.0,200.0,214.0
[무적세트] 동원 리챔 DL 120g 6캔+양반죽 야채/전복 각6캔+아이스티 제로 복숭아 6병,햄/닭가슴살,가공육,반찬/주재료,43200,0.0,0,,,,
동원 리챔 프로틴 200g x 9캔,햄/닭가슴살,가공육,반찬/주재료,25600,0.0,0,200.0,9.0,1800.0,142.22
동원 미니파인코코 227g,과일/옥수수/팥,통조림,간식/요리재료,2000,0.0,0,227.0,1.0,227.0,88.11
[4%적립금] 동원 양반 캔볶음김치 160g x 96캔,반찬/기타통조림,반찬,반찬,153000,0.0,0,160.0,96.0,15360.0,99.61
동원 양반 캔갓김치 160g x 48캔,반찬/기타통조림,반찬,반찬,83000,0.0,0,160.0,48.0,7680.0,108.07
동원 양반 캔갓김치 160g x 20캔,반찬/기타통조림,반찬,반찬,36600,0.0,0,160.0,20.0,3200.0,114.38
[라밥세트] 동원 양반 오미밥 130g x 4개 + 농심 얼큰한 너구리 5개입,봉지라면,라면,간편식사,10200,0.0,0,,,,
[라밥세트] 동원 양반 현미밥 130g x 4개 + 농심 얼큰한 너구리 5개입,봉지라면,라면,간편식사,9900,0.0,0,,,,
[떡라면] 동원 양반 떡국떡 320g + 농심 신라면 (120g x 5개입),봉지라면,라면,간편식사,7900,0.0,0,,,,
[라밥세트] 동원 양반 흑미밥 130g x 4개 + 농심 얼큰한 너구리 5개입,봉지라면,라면,간편식사,10200,0.0,0,,,,
[라밥세트] 동원 양반 흑미밥 130g x 4개 + 농심 신라면 5개입,봉지라면,라면,간편식사,10100,0.0,0,,,,
[라밥세트] 동원 양반 오미밥 130g x 4개 + 농심 신라면 5개입,봉지라면,라면,간편식사,10100,0.0,0,,,,
[라밥세트] 동원 양반 현미밥 130g x 4개 + 농심 신라면 5개입,봉지라면,라면,간편식사,9800,0.0,0,,,,
비비드그린 비건 카레 180g,카레,소스,요리재료,3600,0.0,0,180.0,1.0,180.0,200.0
비비드그린 비건 짜장 + 비건 카레,카레,소스,요리재료,6900,0.0,0,,,,
비비드그린 비건 카레 180g x 2개입,카레,소스,요리재료,6900,0.0,0,180.0,2.0,360.0,191.67
[짜장떡세트] 동원 양반 떡볶이떡 320g + 비비드그린 비건 짜장 180g,짜장,소스,요리재료,6500,0.0,0,,,,
비비드그린 비건 짜장 + 비건 카레,짜장,소스,요리재료,6900,0.0,0,,,,
비비드그린 비건 짜장 180g x 2개,짜장,소스,요리재료,6900,0.0,0,180.0,2.0,360.0,191.67
[4%적립금] 동원 양반 진국 사골곰탕 500g x 20개입 x 5박스,국/탕/찌개,즉석조리식품,간편식사,109000,0.0,0,500.0,100.0,50000.0,21.8
[4%적립금] 동원 양반 수라 한우 사골곰탕 460g x 20개입 x 5박스,국/탕/찌개,즉석조리식품,간편식사,129000,0.0,0,460.0,100.0,46000.0,28.04
[4%적립금] 동원 양반 보양 삼계탕 900g x 15개입 x 3박스,국/탕/찌개,즉석조리식품,간편식사,339000,0.0,0,900.0,45.0,40500.0,83.7
[카레떡세트] 동원 양반 떡볶이떡 320g + 비비드그린 비건 카레 180g,떡볶이/떡류,떡류,간식,6500,0.0,0,,,,
동원 양반 떡국떡 700gx5개 / 실온,떡볶이/떡류,떡류,간식,27400,0.0,0,700.0,5.0,3500.0,78.29
[4% 적립금] 동원 양반 떡볶이떡 320g x 12개(1박스) / 실온,떡볶이/떡류,떡류,간식,33000,0.0,0,320.0,12.0,3840.0,85.94
양반 1등비법 듬뿍 밤단팥죽 285g,죽/스프,즉석조리식품,간편식사,3500,0.0,0,285.0,1.0,285.0,122.81
[4%적립금] 동원 양반 참치죽 287g x 24개입 x 3박스,죽/스프,즉석조리식품,간편식사,102300,0.0,0,287.0,72.0,20664.0,49.51
양반 단호박죽 420g x 5개 + 백합죽 420g x 5개,죽/스프,즉석조리식품,간편식사,25000,0.0,0,,,,
동원 양반 밤단팥죽 285g x 12개 + 야채죽 287g x 12개,죽/스프,즉석조리식품,간편식사,37900,0.0,0,,,,
동원 양반 밤단팥죽 285g x 12개 + 영양닭죽 285g x 12개,죽/스프,즉석조리식품,간편식사,40900,0.0,0,,,,
동원 양반 전복죽 287g x 12개 + 밤단팥죽 285g x 12개,죽/스프,즉석조리식품,간편식사,43900,0.0,0,,,,
[4%적립금] 동원 양반 백합죽 420g x 20개입 x 3박스,죽/스프,즉석조리식품,간편식사,123800,0.0,0,420.0,60.0,25200.0,49.13
[4%적립금] 동원 양반 참치죽 420g x 20개입 x 3박스,죽/스프,즉석조리식품,간편식사,130000,0.0,0,420.0,60.0,25200.0,51.59
[4%적립금] 동원 양반 전통잣죽 285g x 24개입 x 3박스,죽/스프,즉석조리식품,간편식사,134400,0.0,0,285.0,72.0,20520.0,65.5
양반 백합죽 420g x 5개 + 양반 참치죽 420g x 5개,죽/스프,즉석조리식품,간편식사,24000,0.0,0,,,,
양반 들깨닭죽 420g x 5개 + 양반 버섯 야채죽 420g x 5개,죽/스프,즉석조리식품,간편식사,25000,0.0,0,,,,
양반 밤단팥죽 420g x 5개 + 양반 참치죽 420g x 5개,죽/스프,즉석조리식품,간편식사,24000,0.0,0,,,,
양반 단호박죽 420g x 5개 + 참치죽 420g x 5개,죽/스프,즉석조리식품,간편식사,24000,0.0,0,,,,
양반 쇠고기죽 420g x 5개 + 들깨닭죽 420g x 5개,죽/스프,즉석조리식품,간편식사,26000,0.0,0,,,,
동원 양반 전복죽 287g x 10개 + 참치죽 285g x 10개,죽/스프,즉석조리식품,간편식사,38600,0.0,0,,,,
동원 양반 쇠고기죽 287g 12개 + 전통잣죽 285g 12개,죽/스프,즉석조리식품,간편식사,45900,0.0,0,,,,
동원 양반 전복죽 287g x 12개 + 참치죽 285g x 12개,죽/스프,즉석조리식품,간편식사,43900,0.0,0,,,,
동원 양반 전복죽 287g x 12개 + 야채죽 287g x 12개,죽/스프,즉석조리식품,간편식사,43900,0.0,0,,,,
동원 양반 전복죽 287g x 12개 + 단호박죽 285g x 12개,죽/스프,즉석조리식품,간편식사,43900,0.0,0,,,,
[무적세트] 동원 리챔 DL 120g 6캔+양반죽 야채/전복 각6캔+아이스티 제로 복숭아 6병,죽/스프,즉석조리식품,간편식사,43200,0.0,0,,,,
양반 깍둑순살 갈비탕 700g,한식,즉석조리식품,메인요리,15900,0.0,0,700.0,1.0,700.0,227.14
[10%적립] 양반 깍둑순살 갈비탕 700g + 차돌박이 육개장 700g + 대구곤이 지리탕 700g,한식,즉석조리식품,메인요리,38900,0.0,0,,,,
양반 차돌박이 육개장 700g,한식,즉석조리식품,메인요리,15900,0.0,0,700.0,1.0,700.0,227.14
비비드그린 비건 짜장 180g x 2개,메인요리,즉석조리식품,메인요리,6900,0.0,0,180.0,2.0,360.0,191.67
비비드그린 비건 짜장 180g x 2개,밑반찬,반찬,반찬,6900,0.0,0,180.0,2.0,360.0,191.67
[동원산업] 수산명가 동원 냉장 낙지젓갈 180g,젓갈,젓갈,반찬,13900,0.0,0,180.0,1.0,180.0,772.22
[냉동] 동원 MSC 짜먹는 간편명란 300g(30g x 10ea),젓갈,젓갈,반찬,12900,0.0,0,,,,
[2% 적립금] 동원 쯔유 2kgx6개 ( 1box),간장/고추장/된장/쌈장,장류,조미료,69900,0.0,0,2.0,6.0,12000.0,58.25
동원 쯔유 2kgx3개,간장/고추장/된장/쌈장,장류,조미료,49900,0.0,0,2.0,3.0,6000.0,83.17
동원 쯔유 2kg,간장/고추장/된장/쌈장,장류,조미료,18900,0.0,0,2.0,1.0,2000.0,94.5
[2% 적립금] 동원 쯔유 500gx16개 (1box),간장/고추장/된장/쌈장,장류,조미료,48000,0.0,0,500.0,16.0,8000.0,60.0
동원홈푸드 비비드키친 저당 볶음고추장 300g x 4개,간장/고추장/된장/쌈장,장류,조미료,24000,0.0,0,300.0,4.0,1200.0,200.0
[4% 적립금] 동원 하루미 소불고기양념 500g15개 (1박스),고기/찌개양념,양념,조미료,45000,0.0,0,500.0,15.0,7500.0,60.0
[4% 적립금]동원 하루미 소갈비양념 500gx15개 (1박스),고기/찌개양념,양념,조미료,45000,0.0,0,500.0,15.0,7500.0,60.0
[4% 적립금] 동원 하루미 돼지갈비양념 500gx15개 (1박스),고기/찌개양념,양념,조미료,45000,0.0,0,500.0,15.0,7500.0,60.0
동원 하루미 돼지갈비양념 500g,고기/찌개양념,양념,조미료,3980,0.0,0,500.0,1.0,500.0,79.6
동원 프리미엄 동원참치액 500g,고춧가루/액젓,양념,조미료,11480,0.0,0,500.0,1.0,500.0,229.6
동원 프리미엄 동원참치액 500gx3개,고춧가루/액젓,양념,조미료,34440,0.0,0,500.0,3.0,1500.0,229.6
동원 프리미엄 동원참치액 900g,고춧가루/액젓,양념,조미료,17980,0.0,0,900.0,1.0,900.0,199.78
동원 참치액 진 900gx3개,고춧가루/액젓,양념,조미료,29940,0.0,0,900.0,3.0,2700.0,110.89
동원 참치액 진 500gx3개,고춧가루/액젓,양념,조미료,17940,0.0,0,500.0,3.0,1500.0,119.6
하루미 불닭로제 떡볶이 양념 4개 + 양반 떡볶이떡 320g,기타양념,양념,조미료,9900,0.0,0,,,,
비비드키친 저칼로리 데리야끼소스 285g x 4개,기타양념,양념,조미료,13600,0.0,0,285.0,4.0,1140.0,119.3
동원홈푸드 비비드키친 저당 제육볶음양념 250g x 2개,기타양념,양념,조미료,9900,0.0,0,250.0,2.0,500.0,198.0
동원 하루미 닭볶음탕양념 500g,기타양념,양념,조미료,4480,0.0,0,500.0,1.0,500.0,89.6
동원 참치액 진 240g,동원참치액,소스,조미료,3980,0.0,0,240.0,1.0,240.0,165.83
동원 참치액 진 2kgx3개,동원참치액,소스,조미료,49900,0.0,0,2.0,3.0,6000.0,83.17
동원 참치액 진 240gx3병,동원참치액,소스,조미료,11940,0.0,0,240.0,3.0,720.0,165.83
동원 참치액 순 900gx3개,동원참치액,소스,조미료,27000,0.0,0,900.0,3.0,2700.0,100.0
동원 참치액 진 900gx3개,동원참치액,소스,조미료,29940,0.0,0,900.0,3.0,2700.0,110.89
동원 참치액 진 500gx3개,동원참치액,소스,조미료,17940,0.0,0,500.0,3.0,1500.0,119.6
[4% 적립금] 동원 참치다시 1kgx10개(1박스),분말/액상조미료,조미료,조미료,66000,0.0,0,1.0,10.0,10000.0,66.0
[4%적립금] 동원 참치다시 2kg x 5개 ( 1박스 ),분말/액상조미료,조미료,조미료,65000,0.0,0,2.0,5.0,10000.0,65.0
동원 참치다시 300g,분말/액상조미료,조미료,조미료,6980,0.0,0,300.0,1.0,300.0,232.67
동원 하루미 국물의신 참치링 80g ( 20정),분말/액상조미료,조미료,조미료,6980,0.0,0,80.0,1.0,80.0,872.5
동원 하루미 국물의신 멸치링 80g (20정),분말/액상조미료,조미료,조미료,6980,0.0,0,80.0,1.0,80.0,872.5
[4% 적립금] 동원 참치다시 300gx30개 ( 1박스),분말/액상조미료,조미료,조미료,89000,0.0,0,300.0,30.0,9000.0,98.89
동원 참치다시 2kg,분말/액상조미료,조미료,조미료,26980,0.0,0,2.0,1.0,2000.0,134.9
[2+2] 동원 참치액 순 900g,분말/액상조미료,조미료,조미료,25960,0.0,0,,,,
동원 참치액 순 900gx3개,분말/액상조미료,조미료,조미료,27000,0.0,0,900.0,3.0,2700.0,100.0
식자재 아울렛 동원홈푸드 파마산블렌드 227g,찹쌀가루/전분/기타가루,가루류,요리재료,7190,0.0,0,227.0,1.0,227.0,316.74
