상품명,3차 카테고리,식품유형,용도,가격,평점,리뷰 수,중량 수치,묶음수량,총중량,10g당 가격
[동원선물세트] 진호,참치/연어통조림,통조림,반찬/주재료,80300,4.9,17,,1,,
"동원 참치 85g 2종 (라이트스탠다드10,고추5)+리챔 200g x 3개",참치/연어통조림,통조림,반찬/주재료,28900,5,16,,3,,
동원참치 튜나페 고소마요 129g (스프레드 100g+아이비 29g),참치/연어통조림,통조림,반찬/주재료,3280,4.8,16,,1,,
"동원 참치 85g 2종 (라이트스탠다드10,고추5)+리챔 200g x 3개",햄/닭가슴살,가공육,반찬/주재료,28900,5,16,,3,,
동원 양반 호박죽 285g x 12개 + 밤단팥죽 285g x 12개,죽/스프,즉석조리식품,간편식사,37900,5,15,,12,,
동원 양반 전복죽 285g x 6개+쇠고기죽 287g x 6개,죽/스프,즉석조리식품,간편식사,23600,5,10,,6,,
동원 양반 쇠고기죽 287g 12개 + 야채죽 287g 12개,죽/스프,즉석조리식품,간편식사,40900,5,10,,12,,
[고기에 좋은] 비비드키친 저칼로리 데리야끼소스 285g+숯불매콤소스 290g+바베큐소스 280g,기타양념,양념,조미료,10500,5,10,,1,,
동원 양반 전복죽 420g x 6개 + 쇠고기죽 420g x 6개,죽/스프,즉석조리식품,간편식사,33900,4.7,9,,6,,
양반 전복죽 420g x 5개 +백합죽 420g x 5개,죽/스프,즉석조리식품,간편식사,28000,4.9,9,,5,,
양반 허니슈크림 붕어빵 300g x 2봉 + 앙버터 붕어빵 300g,생지/냉동반죽,냉동식품,요리재료,17900,4.6,7,,2,,
"동원 국물의신 100g(4gx25입) 2종 각 1개(멸치,참치)",분말/액상조미료,조미료,조미료,13500,5,7,,25,,
동원 양반 전복죽 287g x 12개 + 쇠고기죽 287g x 12개,죽/스프,즉석조리식품,간편식사,44900,5,6,,12,,
양반 전복죽 420g x 5개 + 쇠고기죽 420g x 5개,죽/스프,즉석조리식품,간편식사,28000,4.8,6,,5,,
양반 전복죽 420g+쇠고기죽 420g+단호박죽 420g 2개씩 총 6개,죽/스프,즉석조리식품,간편식사,20900,5,5,,6,,
양반 전복죽 420g x 5개 +들깨닭죽 420g x 5개,죽/스프,즉석조리식품,간편식사,28000,4.6,5,,5,,
동원 자연산골뱅이 300gx4개+면발의신 생쫄면 385g(2인분),골뱅이/수산통조림,통조림,안주/반찬,33500,5,4,,4,,
양반 쇠고기죽 420g x 5개 + 버섯야채죽 420g x 5개,죽/스프,즉석조리식품,간편식사,26000,5,4,,5,,
양반 전복죽 420g x 5개 +단호박죽 420g x 5개,죽/스프,즉석조리식품,간편식사,27000,5,4,,5,,
[중화요리소스] 비비드키친 저당 짜장소스 300g+짬뽕소스 280g+굴소스 310g,짜장,소스,요리재료,12900,5,3,,1,,
[중화요리소스] 비비드키친 저당 짜장소스 300g+짬뽕소스 280g+굴소스 310g,국/탕/찌개,즉석조리식품,간편식사,12900,5,3,,1,,
동원 양반 쇠고기죽 287g 12개 + 밤단팥죽 285g 12개,죽/스프,즉석조리식품,간편식사,40900,5,3,,12,,
동원 양반 쇠고기죽 287g 12개 + 참치죽 285g 12개,죽/스프,즉석조리식품,간편식사,40900,5,3,,12,,
동원 양반 쇠고기죽 287g 12개 + 영양닭죽 285g 12개,죽/스프,즉석조리식품,간편식사,42900,4.7,3,,12,,
동원 양반 전복죽 287g x 12개 + 전통잣죽 285g x 12개,죽/스프,즉석조리식품,간편식사,50000,5,3,,12,,
동원참치 튜나페 갈릭마요 129g (아이비29g+스프레드참치100g),참치/연어통조림,통조림,반찬/주재료,3280,5,2,,1,,
[국물매콤떡세트] 동원 양반 떡볶이떡 320g + 비셰프 국물떡볶이분말 500g,떡볶이/떡류,떡류,간식,8900,5,2,,1,,
양반 밤단팥죽 420g x 5개 + 양반 백합죽 420g x 5개,죽/스프,즉석조리식품,간편식사,25000,5,2,,5,,
양반 전복죽 420g+쇠고기죽 420g+단호박죽 420g 3개씩 총 9개,죽/스프,즉석조리식품,간편식사,26900,5,2,,9,,
양반 단호박죽 420g x 5개 + 들깨닭죽 420g x 5개,죽/스프,즉석조리식품,간편식사,26000,5,2,,5,,
양반 쇠고기죽 420g x 5개 + 밤단팥죽 420g x 5개,죽/스프,즉석조리식품,간편식사,25000,4,2,,5,,
동원 양반 영양닭죽 285g x 12개 + 야채죽 287g x 12개,죽/스프,즉석조리식품,간편식사,40900,5,2,,12,,
동원 양반 전통잣죽 285g x 12개 + 야채죽 287g x 12개,죽/스프,즉석조리식품,간편식사,44900,3.5,2,,12,,
동원 양반 밤단팥죽 285g x 12개 + 전통잣죽 285g x 12개,죽/스프,즉석조리식품,간편식사,44900,4.5,2,,12,,
양반 전복죽 420g x 5개 +버섯야채죽 420g x 5개,죽/스프,즉석조리식품,간편식사,27000,5,2,,5,,
양반 쇠고기죽 420g x 5개 + 단호박죽 420g x 5개,죽/스프,즉석조리식품,간편식사,25000,5,2,,5,,
[요리에 좋은] 비비드키친 저칼로리 굴소스 310g+비빔장 280g+숯불매콤소스 290g,간장/고추장/된장/쌈장,장류,조미료,12700,5,2,,1,,
[요리에 좋은] 비비드키친 저칼로리 굴소스 310g+비빔장 280g+숯불매콤소스 290g,기타양념,양념,조미료,12700,5,2,,1,,
[맛참비빔면] 동원참치 맛참 90g 2종(고소/매콤) 각 2개 + 농심 배홍동 비빔면 548g(137gx4입),참치/연어통조림,통조림,반찬/주재료,10900,5,1,,2,,
양반 전복죽 420g x 5개 +밤단팥죽 420g x 5개,죽/스프,즉석조리식품,간편식사,27000,5,1,,5,,
동원 양반 전복죽 287g x 10개 + 야채죽 287g x 10개,죽/스프,즉석조리식품,간편식사,38600,5,1,,10,,
동원 양반 전통잣죽 285g x 12개 + 영양닭죽 285g x 12개,죽/스프,즉석조리식품,간편식사,45900,5,1,,12,,
양반 쇠고기죽 420g x 5개 + 참치죽 420g x 5개,죽/스프,즉석조리식품,간편식사,25000,5,1,,5,,
양반 전복죽 420g x 5개 +참치죽 420g x 5개,죽/스프,즉석조리식품,간편식사,27000,5,1,,5,,
동원 양반 밤단팥죽 285g x 12개 + 참치죽 287g x 12개,죽/스프,즉석조리식품,간편식사,37900,5,1,,12,,
양반 백합죽 420g x 5개 + 양반 버섯 야채죽 420g x 5개,죽/스프,즉석조리식품,간편식사,25000,5,1,,5,,
양반 들깨닭죽 420g x 5개 + 양반 참치죽 420g x 5개,죽/스프,즉석조리식품,간편식사,24000,5,1,,5,,
양반 밤단팥죽 420g x 5개 + 양반 버섯야채죽 420g x 5개,죽/스프,즉석조리식품,간편식사,25000,5,1,,5,,
양반 단호박죽 420g x 5개 + 버섯 야채죽 420g x 5개,죽/스프,즉석조리식품,간편식사,24000,5,1,,5,,
동원 양반 전복죽 287g x 10개 + 단호박죽 285g x 10개,죽/스프,즉석조리식품,간편식사,38600,2,1,,10,,
[동원] 양반 100밥 현미밥 130g x 24개 + 동원맛참 매콤참기름 135g x 6캔,참치/연어통조림,통조림,반찬/주재료,34900,0,0,,24,,
동원참치 살코기 라이트스탠다드 150g x 10캔 + 양반 100밥 현미밥 130g x 12개,참치/연어통조림,통조림,반찬/주재료,33900,0,0,,10,,
[고소비빔면] 동원참치 맛참 고소참기름 135gx2개 + 농심 배홍동 비빔면 548g(137gx4입),참치/연어통조림,통조림,반찬/주재료,8900,0,0,,2,,
[맛참비빔면] 동원참치 맛참 135g 2종(고소/매콤) 각 1개 + 농심 배홍동 비빔면 548g(137gx4입),참치/연어통조림,통조림,반찬/주재료,8900,0,0,,1,,
[고소비빔면] 동원참치 맛참 고소참기름 90gx4개 + 농심 배홍동 비빔면 548g(137gx4입),참치/연어통조림,통조림,반찬/주재료,10900,0,0,,4,,
[동원] 양반 100밥 현미밥 130g x 24개 + 동원맛참 고소참기름 135g x 6캔,참치/연어통조림,통조림,반찬/주재료,34900,0,0,,24,,
동원참치 DHA 150g x 10캔 + 양반 100밥 현미밥 130g x 12개,참치/연어통조림,통조림,반찬/주재료,33900,0,0,,10,,
동원참치 튜나페 갈릭마요 129g(스프레드 100g+아이비 29g) x 5개,참치/연어통조림,통조림,반찬/주재료,16400,0,0,,5,,
[떡라면] 동원 양반 떡국떡 320g + 농심 신라면 (120g x 5개입),봉지라면,라면,간편식사,7900,0,0,,1,,
비비드그린 비건 짜장 + 비건 카레,카레,소스,요리재료,6900,0,0,,1,,
[짜장떡세트] 동원 양반 떡볶이떡 320g + 비비드그린 비건 짜장 180g,짜장,소스,요리재료,6500,0,0,,1,,
비비드그린 비건 짜장 + 비건 카레,짜장,소스,요리재료,6900,0,0,,1,,
[카레떡세트] 동원 양반 떡볶이떡 320g + 비비드그린 비건 카레 180g,떡볶이/떡류,떡류,간식,6500,0,0,,1,,
양반 단호박죽 420g x 5개 + 백합죽 420g x 5개,죽/스프,즉석조리식품,간편식사,25000,0,0,,5,,
동원 양반 밤단팥죽 285g x 12개 + 야채죽 287g x 12개,죽/스프,즉석조리식품,간편식사,37900,0,0,,12,,
동원 양반 밤단팥죽 285g x 12개 + 영양닭죽 285g x 12개,죽/스프,즉석조리식품,간편식사,40900,0,0,,12,,
동원 양반 전복죽 287g x 12개 + 밤단팥죽 285g x 12개,죽/스프,즉석조리식품,간편식사,43900,0,0,,12,,
양반 백합죽 420g x 5개 + 양반 참치죽 420g x 5개,죽/스프,즉석조리식품,간편식사,24000,0,0,,5,,
양반 들깨닭죽 420g x 5개 + 양반 버섯 야채죽 420g x 5개,죽/스프,즉석조리식품,간편식사,25000,0,0,,5,,
양반 밤단팥죽 420g x 5개 + 양반 참치죽 420g x 5개,죽/스프,즉석조리식품,간편식사,24000,0,0,,5,,
양반 단호박죽 420g x 5개 + 참치죽 420g x 5개,죽/스프,즉석조리식품,간편식사,24000,0,0,,5,,
양반 쇠고기죽 420g x 5개 + 들깨닭죽 420g x 5개,죽/스프,즉석조리식품,간편식사,26000,0,0,,5,,
동원 양반 전복죽 287g x 10개 + 참치죽 285g x 10개,죽/스프,즉석조리식품,간편식사,38600,0,0,,10,,
동원 양반 쇠고기죽 287g 12개 + 전통잣죽 285g 12개,죽/스프,즉석조리식품,간편식사,45900,0,0,,12,,
동원 양반 전복죽 287g x 12개 + 참치죽 285g x 12개,죽/스프,즉석조리식품,간편식사,43900,0,0,,12,,
동원 양반 전복죽 287g x 12개 + 야채죽 287g x 12개,죽/스프,즉석조리식품,간편식사,43900,0,0,,12,,
동원 양반 전복죽 287g x 12개 + 단호박죽 285g x 12개,죽/스프,즉석조리식품,간편식사,43900,0,0,,12,,
[10%적립] 양반 깍둑순살 갈비탕 700g + 차돌박이 육개장 700g + 대구곤이 지리탕 700g,한식,즉석조리식품,메인요리,38900,0,0,,1,,
[냉동] 동원 MSC 짜먹는 간편명란 300g(30g x 10ea),젓갈,젓갈,반찬,12900,0,0,,1,,
