상품명,3차 카테고리,식품유형,용도,가격,평점,리뷰 수,중량 수치,중량 단위,묶음수량
[라밥세트] 동원 양반 흑미밥 130g x 4개 + 농심 얼큰한 너구리 5개입,봉지라면,라면,간편식사,10200,0.0,0,130.0,g,
[라밥세트] 동원 양반 흑미밥 130g x 4개 + 농심 신라면 5개입,봉지라면,라면,간편식사,10100,0.0,0,130.0,g,
[라밥세트] 동원 양반 오미밥 130g x 4개 + 농심 신라면 5개입,봉지라면,라면,간편식사,10100,0.0,0,130.0,g,
[라밥세트] 동원 양반 현미밥 130g x 4개 + 농심 신라면 5개입,봉지라면,라면,간편식사,9800,0.0,0,130.0,g,
비비드그린 비건 카레 180g,카레,소스,요리재료,3600,0.0,0,180.0,g,
비비드그린 비건 짜장 + 비건 카레,카레,소스,요리재료,6900,0.0,0,,,
비비드그린 비건 카레 180g x 2개입,카레,소스,요리재료,6900,0.0,0,180.0,g,
[짜장떡세트] 동원 양반 떡볶이떡 320g + 비비드그린 비건 짜장 180g,짜장,소스,요리재료,6500,0.0,0,320.0,"g, g",
비비드그린 비건 짜장 + 비건 카레,짜장,소스,요리재료,6900,0.0,0,,,
비비드그린 비건 짜장 180g x 2개,짜장,소스,요리재료,6900,0.0,0,180.0,g,
[4%적립금] 동원 양반 진국 사골곰탕 500g x 20개입 x 5박스,국/탕/찌개,즉석조리식품,간편식사,109000,0.0,0,500.0,g,
[4%적립금] 동원 양반 수라 한우 사골곰탕 460g x 20개입 x 5박스,국/탕/찌개,즉석조리식품,간편식사,129000,0.0,0,460.0,g,
[4%적립금] 동원 양반 보양 삼계탕 900g x 15개입 x 3박스,국/탕/찌개,즉석조리식품,간편식사,339000,0.0,0,900.0,g,
[카레떡세트] 동원 양반 떡볶이떡 320g + 비비드그린 비건 카레 180g,떡볶이/떡류,떡류,간식,6500,0.0,0,320.0,"g, g",
동원 양반 떡국떡 700gx5개 / 실온,떡볶이/떡류,떡류,간식,27400,0.0,0,700.0,g,
[4% 적립금] 동원 양반 떡볶이떡 320g x 12개(1박스) / 실온,떡볶이/떡류,떡류,간식,33000,0.0,0,320.0,g,
양반 1등비법 듬뿍 밤단팥죽 285g,죽/스프,즉석조리식품,간편식사,3500,0.0,0,285.0,g,
[4%적립금] 동원 양반 참치죽 287g x 24개입 x 3박스,죽/스프,즉석조리식품,간편식사,102300,0.0,0,287.0,g,
양반 단호박죽 420g x 5개 + 백합죽 420g x 5개,죽/스프,즉석조리식품,간편식사,25000,0.0,0,420.0,"g, g",
동원 양반 밤단팥죽 285g x 12개 + 야채죽 287g x 12개,죽/스프,즉석조리식품,간편식사,37900,0.0,0,285.0,"g, g",
동원 양반 밤단팥죽 285g x 12개 + 영양닭죽 285g x 12개,죽/스프,즉석조리식품,간편식사,40900,0.0,0,285.0,"g, g",
동원 양반 전복죽 287g x 12개 + 밤단팥죽 285g x 12개,죽/스프,즉석조리식품,간편식사,43900,0.0,0,287.0,"g, g",
[4%적립금] 동원 양반 백합죽 420g x 20개입 x 3박스,죽/스프,즉석조리식품,간편식사,123800,0.0,0,420.0,g,
[4%적립금] 동원 양반 참치죽 420g x 20개입 x 3박스,죽/스프,즉석조리식품,간편식사,130000,0.0,0,420.0,g,
[4%적립금] 동원 양반 전통잣죽 285g x 24개입 x 3박스,죽/스프,즉석조리식품,간편식사,134400,0.0,0,285.0,g,
양반 백합죽 420g x 5개 + 양반 참치죽 420g x 5개,죽/스프,즉석조리식품,간편식사,24000,0.0,0,420.0,"g, g",
양반 들깨닭죽 420g x 5개 + 양반 버섯 야채죽 420g x 5개,죽/스프,즉석조리식품,간편식사,25000,0.0,0,420.0,"g, g",
양반 밤단팥죽 420g x 5개 + 양반 참치죽 420g x 5개,죽/스프,즉석조리식품,간편식사,24000,0.0,0,420.0,"g, g",
양반 단호박죽 420g x 5개 + 참치죽 420g x 5개,죽/스프,즉석조리식품,간편식사,24000,0.0,0,420.0,"g, g",
양반 쇠고기죽 420g x 5개 + 들깨닭죽 420g x 5개,죽/스프,즉석조리식품,간편식사,26000,0.0,0,420.0,"g, g",
동원 양반 전복죽 287g x 10개 + 참치죽 285g x 10개,죽/스프,즉석조리식품,간편식사,38600,0.0,0,287.0,"g, g",
동원 양반 쇠고기죽 287g 12개 + 전통잣죽 285g 12개,죽/스프,즉석조리식품,간편식사,45900,0.0,0,287.0,"g, g",
동원 양반 전복죽 287g x 12개 + 참치죽 285g x 12개,죽/스프,즉석조리식품,간편식사,43900,0.0,0,287.0,"g, g",
동원 양반 전복죽 287g x 12개 + 야채죽 287g x 12개,죽/스프,즉석조리식품,간편식사,43900,0.0,0,287.0,"g, g",
동원 양반 전복죽 287g x 12개 + 단호박죽 285g x 12개,죽/스프,즉석조리식품,간편식사,43900,0.0,0,287.0,"g, g",
[무적세트] 동원 리챔 DL 120g 6캔+양반죽 야채/전복 각6캔+아이스티 제로 복숭아 6병,죽/스프,즉석조리식품,간편식사,43200,0.0,0,120.0,g,
양반 깍둑순살 갈비탕 700g,한식,즉석조리식품,메인요리,15900,0.0,0,700.0,g,
[10%적립] 양반 깍둑순살 갈비탕 700g + 차돌박이 육개장 700g + 대구곤이 지리탕 700g,한식,즉석조리식품,메인요리,38900,0.0,0,700.0,"g, g, g",
양반 차돌박이 육개장 700g,한식,즉석조리식품,메인요리,15900,0.0,0,700.0,g,
비비드그린 비건 짜장 180g x 2개,메인요리,즉석조리식품,메인요리,6900,0.0,0,180.0,g,
비비드그린 비건 짜장 180g x 2개,밑반찬,반찬,반찬,6900,0.0,0,180.0,g,
[동원산업] 수산명가 동원 냉장 낙지젓갈 180g,젓갈,젓갈,반찬,13900,0.0,0,180.0,g,
[냉동] 동원 MSC 짜먹는 간편명란 300g(30g x 10ea),젓갈,젓갈,반찬,12900,0.0,0,300.0,"g, g",
[2% 적립금] 동원 쯔유 2kgx6개 ( 1box),간장/고추장/된장/쌈장,장류,조미료,69900,0.0,0,2.0,kg,
동원 쯔유 2kgx3개,간장/고추장/된장/쌈장,장류,조미료,49900,0.0,0,2.0,kg,
동원 쯔유 2kg,간장/고추장/된장/쌈장,장류,조미료,18900,0.0,0,2.0,kg,
[2% 적립금] 동원 쯔유 500gx16개 (1box),간장/고추장/된장/쌈장,장류,조미료,48000,0.0,0,500.0,g,
동원홈푸드 비비드키친 저당 볶음고추장 300g x 4개,간장/고추장/된장/쌈장,장류,조미료,24000,0.0,0,300.0,g,
[4% 적립금] 동원 하루미 소불고기양념 500g15개 (1박스),고기/찌개양념,양념,조미료,45000,0.0,0,500.0,g,
[4% 적립금]동원 하루미 소갈비양념 500gx15개 (1박스),고기/찌개양념,양념,조미료,45000,0.0,0,500.0,g,
[4% 적립금] 동원 하루미 돼지갈비양념 500gx15개 (1박스),고기/찌개양념,양념,조미료,45000,0.0,0,500.0,g,
동원 하루미 돼지갈비양념 500g,고기/찌개양념,양념,조미료,3980,0.0,0,500.0,g,
동원 프리미엄 동원참치액 500g,고춧가루/액젓,양념,조미료,11480,0.0,0,500.0,g,
동원 프리미엄 동원참치액 500gx3개,고춧가루/액젓,양념,조미료,34440,0.0,0,500.0,g,
동원 프리미엄 동원참치액 900g,고춧가루/액젓,양념,조미료,17980,0.0,0,900.0,g,
동원 참치액 진 900gx3개,고춧가루/액젓,양념,조미료,29940,0.0,0,900.0,g,
동원 참치액 진 500gx3개,고춧가루/액젓,양념,조미료,17940,0.0,0,500.0,g,
하루미 불닭로제 떡볶이 양념 4개 + 양반 떡볶이떡 320g,기타양념,양념,조미료,9900,0.0,0,320.0,g,
비비드키친 저칼로리 데리야끼소스 285g x 4개,기타양념,양념,조미료,13600,0.0,0,285.0,g,
동원홈푸드 비비드키친 저당 제육볶음양념 250g x 2개,기타양념,양념,조미료,9900,0.0,0,250.0,g,
동원 하루미 닭볶음탕양념 500g,기타양념,양념,조미료,4480,0.0,0,500.0,g,
동원 참치액 진 240g,동원참치액,소스,조미료,3980,0.0,0,240.0,g,
동원 참치액 진 2kgx3개,동원참치액,소스,조미료,49900,0.0,0,2.0,kg,
동원 참치액 진 240gx3병,동원참치액,소스,조미료,11940,0.0,0,240.0,g,
동원 참치액 순 900gx3개,동원참치액,소스,조미료,27000,0.0,0,900.0,g,
동원 참치액 진 900gx3개,동원참치액,소스,조미료,29940,0.0,0,900.0,g,
동원 참치액 진 500gx3개,동원참치액,소스,조미료,17940,0.0,0,500.0,g,
[4% 적립금] 동원 참치다시 1kgx10개(1박스),분말/액상조미료,조미료,조미료,66000,0.0,0,1.0,kg,
[4%적립금] 동원 참치다시 2kg x 5개 ( 1박스 ),분말/액상조미료,조미료,조미료,65000,0.0,0,2.0,kg,
동원 참치다시 300g,분말/액상조미료,조미료,조미료,6980,0.0,0,300.0,g,
동원 하루미 국물의신 참치링 80g ( 20정),분말/액상조미료,조미료,조미료,6980,0.0,0,80.0,g,
동원 하루미 국물의신 멸치링 80g (20정),분말/액상조미료,조미료,조미료,6980,0.0,0,80.0,g,
[4% 적립금] 동원 참치다시 300gx30개 ( 1박스),분말/액상조미료,조미료,조미료,89000,0.0,0,300.0,g,
동원 참치다시 2kg,분말/액상조미료,조미료,조미료,26980,0.0,0,2.0,kg,
[2+2] 동원 참치액 순 900g,분말/액상조미료,조미료,조미료,25960,0.0,0,900.0,g,
동원 참치액 순 900gx3개,분말/액상조미료,조미료,조미료,27000,0.0,0,900.0,g,
식자재 아울렛 동원홈푸드 파마산블렌드 227g,찹쌀가루/전분/기타가루,가루류,요리재료,7190,0.0,0,227.0,g,
