OrderID,Num_Traffic_Lights
OD7097477523,23.0
OD5743111124,7.0
OD4183088870,14.0
OD1128134858,16.0
OD9425799604,8.0
OD4427615309,22.0
OD1724211905,7.0
OD7457442935,17.0
OD5147231576,5.0
OD9727491447,22.0
OD0071237100,10.0
OD2788549060,23.0
OD6163237416,12.0
OD5780308730,23.0
OD0090123644,8.0
OD9941699901,22.0
OD2305472609,19.0
OD3157121837,20.0
OD4776752701,20.0
OD5076151057,9.0
OD3571929197,12.0
OD0269606287,17.0
OD9913534742,22.0
OD1992813254,23.0
OD6077460991,23.0
OD0549608164,10.0
OD4823428850,7.0
OD4491559764,7.0
OD8092529804,20.0
OD0876792268,6.0
OD9278136810,5.0
OD2873568659,19.0
OD8776855539,17.0
OD5408601605,12.0
OD6981999325,22.0
OD0629586016,8.0
OD3072602607,4.0
OD8116945982,11.0
OD9848849239,17.0
OD3806827169,9.0
OD5758705832,20.0
OD0748983338,23.0
OD5455252355,13.0
OD3977296739,4.0
OD3956714459,12.0
OD6624008293,6.0
OD5897855853,15.0
OD6001145801,21.0
OD5087742886,20.0
OD5186335511,10.0
OD8061174882,21.0
OD1962748118,5.0
OD4028988989,7.0
OD5502879161,22.0
OD0238340524,20.0
OD9283467164,18.0
OD2774681541,11.0
OD1598819173,7.0
OD0209727548,10.0
OD2663568513,4.0
OD6850323154,8.0
OD1317196399,12.0
OD2788728318,13.0
OD2681632880,17.0
OD9189191881,11.0
OD6463192424,21.0
OD8083671104,11.0
OD5960671617,7.0
OD4363832822,19.0
OD0896978953,19.0
OD4871807841,20.0
OD7033285160,6.0
OD0675383397,7.0
OD7059030348,22.0
OD5844032020,8.0
OD9094402807,4.0
OD3965955355,23.0
OD7809470133,21.0
OD9240850307,4.0
OD3546319703,21.0
OD0991268004,12.0
OD8816389199,15.0
OD7305535587,19.0
OD8263922714,17.0
OD9906644372,12.0
OD4739328493,16.0
OD7830650497,11.0
OD6917786149,23.0
OD5488523470,16.0
OD5948670760,13.0
OD9831772871,12.0
OD8886071139,13.0
OD9349833370,6.0
OD0688405642,19.0
OD0341273738,22.0
OD8997574022,9.0
OD3068298211,7.0
OD2395360106,13.0
OD5753287369,4.0
OD1474915857,13.0
OD5781652185,16.0
OD6959547180,23.0
OD3606017492,20.0
OD5597165515,7.0
OD9762923481,18.0
OD1092578620,20.0
OD6344467810,22.0
OD4805479328,10.0
OD2801857492,12.0
OD6005606846,7.0
OD4678158052,10.0
OD9732815573,22.0
OD8424984514,16.0
OD5259046033,20.0
OD1421526418,20.0
OD5469816316,9.0
OD5936347398,23.0
OD3319813629,17.0
OD6554737659,14.0
OD1391107282,20.0
OD5317860173,23.0
OD2688536166,
OD3114807542,22.0
OD7809593571,9.0
OD3842821803,12.0
OD5191542095,10.0
OD4279918255,14.0
OD0973429205,9.0
OD3251363749,11.0
OD0452092549,22.0
OD1347627732,22.0
OD6735254961,19.0
OD3486139165,18.0
OD0358145641,16.0
OD7643785335,11.0
OD5511482171,10.0
OD0847859608,5.0
OD8342280618,17.0
OD2055213618,18.0
OD0361163868,4.0
OD0346803486,5.0
OD6490623192,5.0
OD6378157868,12.0
OD5475764724,21.0
OD0903157656,20.0
OD7786565869,21.0
OD2611925325,17.0
OD3778022569,15.0
OD1155083544,9.0
OD3390966134,16.0
OD9850961005,14.0
OD6314733670,12.0
OD5323338182,11.0
OD4128307993,19.0
OD0211934056,5.0
OD9878054130,12.0
OD9965010195,19.0
OD9026721699,14.0
OD3645723333,21.0
OD2075808759,22.0
OD8983315786,5.0
OD2968311836,18.0
OD5297076271,13.0
OD0032881140,14.0
OD5850102402,22.0
OD1329739760,16.0
OD0985801239,13.0
OD3713615441,15.0
OD4247124804,18.0
OD4446931285,9.0
OD6934842115,22.0
OD3692442211,23.0
OD4189411540,4.0
OD3153772282,14.0
OD1699372226,7.0
OD8486839150,13.0
OD5116456513,19.0
OD1819603984,21.0
OD2412543989,13.0
OD6087642872,5.0
OD0517261066,4.0
OD4554744584,13.0
OD8110528400,9.0
OD8724905198,11.0
OD3140948401,18.0
OD9852553972,16.0
OD5507393591,22.0
OD0989286438,13.0
